verifyName,betweenness,closeness,follow,posts,interval,length,movie_posts,reposts,coapper_posts,boxoffice,fans,id
夏台凤,16671,0.3147,42,170,303353.6471,97.71764706,91,20,0,0,1,3630224965
云翔,16631,0.2931,6,39,620109.2308,50.84615385,6,0,0,0,1,1582940572
项杰,17879,0.3619,208,499,147039.0782,62.93386774,121,7,0,0,1,3098009247
田子洳,8244,0.3239,166,0,0,0,0,0,0,0,1,1871850493
成勋,16631,0.2892,13,52,1263039.231,36.19230769,1,1,0,0,1,3180326580
周贵元,16663,0.2945,61,11,2358365.455,62.36363636,2,0,0,0,1,2270835963
郭中友,16642,0.3241,53,11,1951903.636,22.54545455,1,0,0,0,1,2621925327
郭翠芳,8389,0,2,0,0,0,0,0,0,0,1,1290564424
王磊,8244,0.3189,401,133,557816.391,57.42105263,92,2,0,0,1,3058435585
刘恒宇,16631,0.2918,292,916,147646.441,61.4650655,82,0,0,0,1,1236024672
杨嘉芸,16677,0.3605,239,891,170025.9933,23.9349046,281,9,0,0,1,1654808160
林晓哲,16756,0.3587,192,266,286471.3534,16.63533835,48,5,0,0,1,2548345064
赵静,16631,0.2743,20,21,21622.85714,32.23809524,2,1,0,0,1,2945841227
王谨轩,8244,0.3287,269,0,0,0,0,0,0,0,1,2170554434
乐诗辰,16631,0.2915,85,0,0,0,0,0,0,0,1,1751278773
陈煜,16631,0.3241,37,17,4751548.235,33.35294118,2,0,0,0,1,2735607553
那娜,16657,0.371,475,1273,105997.9419,28.52788688,334,21,0,0,1,1886391592
郭紫祺,16633,0.3398,172,184,699675.9783,45.66847826,73,4,0,0,1,1916299521
周翊翀,16723,0.3333,237,959,143330.1147,35.00312826,78,32,0,0,1,1865525280
李日焺,16641,0.2693,26,18,5435743.333,42.38888889,4,1,0,0,1,1984522777
郑柔美,0,0,0,0,0,0,0,0,0,0,1,3308961137
叶静仪,17973,0.343,247,268,43052.46269,27.28358209,63,23,0,0,1,2719155711
桑妮,16631,0.3006,29,0,0,0,0,0,0,0,1,1917106820
李晓璇,0,0,483,145,576977.7931,50.00689655,47,0,0,0,1,1344628373
李甫,0,0,14,149,605707.2483,47.51006711,22,0,0,2,1,1244383614
杨惜琳,16650,0.283,177,131,158815.4198,35.51145038,34,0,0,0,1,1777908445
陈嘉劲,8244,0.2917,205,2044,66697.63209,28.68101761,383,5,0,0,1,1527182517
李浚一,8244,0.2688,200,467,254613.5332,59.4111349,91,4,99,2.3333,1,1389497841
江蓉,16679,0.3328,116,400,149914.2,28.865,98,2,1342,4.1667,1,2043681231
滭龙杰,0,0,120,120,990279,63.65833333,36,0,0,0,1,2096129161
秦浩,16715,0.3525,264,11,7362981.818,10.09090909,1,0,0,0,1,2419002124
高娜恩,16631,0.216,4,14,1014287.143,57.57142857,2,2,0,0,1,2501797185
刘若晴,16780,0.3485,936,3492,43338.57388,58.59593356,558,42,0,0,1,1551159760
刘宇哥,16631,0.3246,240,1687,94569.70954,38.66627149,246,53,0,0,1,1678448712
曹召,16659,0.2969,169,240,453911.75,24.77916667,49,0,24,0,1,2381003130
王行芝,16631,0.2703,27,219,673412.0548,71.51598174,47,0,0,0,2,1751842910
黄远,16632,0.3116,37,0,0,0,0,0,0,864.2122,2,1802296863
叶少喃,16674,0.3512,285,119,602541.6807,15.94957983,33,2,0,0,2,3166826197
胡妮娜,16636,0.3474,307,90,619720.6667,26.68888889,23,0,0,494.6667,2,1896493083
程培皓,16664,0.3434,334,18,1176260,24.83333333,5,0,0,0,2,1799896413
陈楚寰,16697,0.3166,67,590,170171.8983,66.91694915,129,1,0,0,2,2680628824
于小夫,16637,0.3315,107,1292,99374.21053,27.32430341,320,3,0,0,2,1571721145
翟廷军,16665,0.3168,193,39,190484.6154,46.8974359,9,0,0,0,2,1846405005
芦浩,16974,0.347,628,1259,84575.64734,29.73391581,256,24,396,192.6,2,2464201063
冯偌凝,16739,0.361,217,358,246392.514,42.31284916,73,1,0,0,2,2612296287
孙照年,16635,0.2889,81,23,4269075.652,54.26086957,9,0,0,0,2,1920297644
崔宇植,16631,0.2353,25,33,1948227.273,94.81818182,1,0,0,0,2,3285862351
张扬子,18085,0.372,345,1309,91512.78839,52.62796028,324,34,0,0,2,1934013992
郭婷婷,16633,0.3472,272,188,571880.7447,53.36170213,64,3,0,0,2,1662961785
刘天松,16999,0.3598,163,40,1538469,59.3,18,2,0,4.1667,2,2380969435
全慧彬,8393,0,13,26,3413921.538,61.03846154,8,5,0,0,2,2725872933
晓晨,16686,0.3333,221,1018,130839.0766,47.38015717,240,17,0,0,2,1871943077
吴子毅,8244,0.3494,335,179,494165.6983,49.77653631,47,6,0,0,2,1749113613
李友胜,16758,0.3612,2384,634,239742.6814,67.16246057,112,0,0,0,2,1668200353
孙语赛,16682,0.3245,83,195,273169.2308,95.64615385,69,5,0,0,2,3389873114
崔丹尼尔,8389,0,8,100,854179.2,43.41,10,6,0,0,2,2830702922
田家川,16739,0.3467,790,4699,27282.12386,46.09406257,994,146,0,0,2,1973393537
向嵩,16700,0.3291,1374,275,448858.6909,85.14909091,91,89,0,0,2,1407335202
凯利,16677,0.3188,223,568,202398.5915,46.61267606,172,2,0,0,2,1664076712
王盈,16701,0.3189,220,1192,111871.8624,45.95721477,313,39,0,0,2,1765026844
夏小龙,16633,0.3232,15,0,0,0,0,0,0,0,2,2008684567
马佳麒,16637,0.342,337,2613,50462.98507,33.09605817,631,3,0,0,2,1907506295
刘旆豪,16631,0.2868,222,3485,42419.51793,39.61176471,606,23,0,0,2,1757836717
北代高士,17130,0.3337,195,751,137935.3662,34.38748336,5,0,1528,84.5,2,1832181532
郑国芳,16639,0.3069,497,1572,67956.37405,37.10368957,351,98,0,0,2,1150189352
陈之财,16704,0.3077,19,116,904674.3103,51.04310345,18,4,0,821.75,2,1619471617
刘剑,16690,0.3284,156,145,795295.8621,62.15172414,26,3,0,0,2,1698239063
沈海蓉,8389,0,4,50,206176.8,40.78,5,1,44,0,2,1949188683
周俊伽,17149,0.359,83,84,1180680.714,44.3452381,14,1,119,248.6667,2,2409265240
李娜,16654,0.339,364,421,324481.8527,40.89548694,144,4,0,247,2,1836048927
李晓燕,16688,0.3174,656,1482,92928.09717,52.95546559,287,19,0,0,2,1863697700
胡清蓝,8389,0,3,0,0,0,0,0,0,0,2,1271162670
虞颖嫣,17362,0.3309,506,3399,34388.06708,44.39629303,958,40,0,0,2,1893465355
王竹琴,16746,0.3326,185,760,147926.6053,42.46578947,232,68,0,0,2,1102743380
乙黑绘里,16642,0.293,50,492,97981.82927,16.87195122,18,1,0,0,2,1805287042
云熙程,16683,0.3096,169,292,359666.3014,41.93150685,105,7,0,0,2,1140681197
王紫馨,17586,0.3596,418,434,191709.4009,44.34792627,131,0,0,0,3,2790509331
丹丹,16632,0.3036,463,1832,24287.65284,45.81768559,560,52,0,0,3,1919873587
崔钰,16655,0.3243,411,330,155012.3636,56.53030303,69,5,0,0,3,1634051141
申思,16631,0.2787,23,384,283212.3438,56.06510417,92,15,0,0,3,1887365097
牛长鑫,25020,0.311,124,100,385405.8,73.97,22,0,0,26.75,3,2434772392
金镇佑,16647,0.2793,10,94,211776.383,71.06382979,13,14,3512,15023.834,3,2960415160
徐敏,16635,0.2737,7,24,158677.5,6.458333333,15,4,559,758.6667,3,2121755347
林家宇,16631,0.2833,100,109,785755.5963,32.22018349,20,4,0,169.3333,3,1821004364
伦沙,16651,0.303,681,7947,17974.48849,60.86636467,2318,1312,3818,677.5,3,1736050980
刘忆瑾,16679,0.3437,142,453,297685.298,33.83664459,100,20,0,0,3,1667880400
刘雅桐,16743,0.3539,373,3192,43548.21429,24.54260652,927,44,25,107.6071,3,1577911572
郑耿一,16637,0.3303,90,29,926615.1724,27.93103448,6,2,0,0,3,1348270264
金小琴,16681,0.3453,152,846,173962.9078,74.65484634,245,60,0,0,3,1760532195
陈述,16661,0.3343,92,409,302533.2029,47.89486553,137,14,0,0,3,1876558715
晶爱丽,16631,0.2047,15,117,789708.7179,24.84615385,17,4,0,0,3,2730428410
杨旭,16672,0.357,499,1989,69163.86124,30.60935143,530,278,9276,0,3,1859440380
焦婷,16719,0.3369,156,435,304167.4483,33.08275862,147,10,0,0,3,1798545361
钱俊才,16674,0.3009,611,2972,50802.83984,76.12281292,385,2,0,0,3,1746109351
翟彦森,16711,0.3291,121,212,443370.283,49.11320755,52,0,0,0,3,2096627307
李黎,0,0,0,0,0,0,0,0,14936,96723.1953,2,1441529012
张雯熙,16708,0.3348,157,101,922335.4455,70.43564356,36,0,0,0,3,2182434713
单建东,16631,0.3137,61,686,181084.1108,36.61078717,118,8,0,0,3,2101489365
张建康,16792,0.309,48,43,107497.6744,28.95348837,1,1,9882,1462.4834,3,2647464002
陈晶晶,16707,0.2894,360,2302,49836.88097,65.56993918,876,3,0,0,3,2258835602
陈希爱,17624,0.3249,123,125,523374.24,75,39,1,0,0,3,3165518722
周佳琪,8389,0,1,0,0,0,0,0,0,191.1667,3,2703079651
阿贝哥,16637,0.2773,693,2401,55125.53103,114.0349854,1571,11,119,0,3,1898737300
郭宇光,16631,0.298,121,1955,48252.73657,44.52992327,470,43,0,0,3,1590904175
沈凡裕,16631,0.3243,247,1889,68723.63155,36.71625199,511,93,0,0,3,1584569352
王盛德,16650,0.3089,11,0,0,0,0,0,0,247,3,2001048123
乔馨,16651,0.2742,187,2898,40539.29607,40.16080055,861,65,0,0,3,2157918922
希志爱野,8397,0,5,360,117121.3333,44.03333333,36,0,0,0,3,2427513250
谭雪,16648,0.3402,598,2468,57082.51216,51.589141,755,229,18,0,3,1813150531
欧定兴,18015,0.3537,411,1279,73544.61298,67.78889758,242,16,0,0,3,2740914322
黄雅知,16717,0.3112,361,959,164260.4171,45.22627737,252,13,0,0,3,1324848761
金敬雅,16742,0.3195,104,193,183041.658,24.31606218,51,3,0,0,3,2595683625
余晓彬,16631,0.2938,149,54,917316.6667,24.40740741,10,1,0,0,3,3187742910
尹素怡,16658,0.2103,5,0,0,0,0,0,0,0,3,2945848263
汤沁,16670,0.3234,157,1049,128660.7054,52.03813155,361,8,0,0,3,1872317042
车龙源,16716,0.2721,130,498,219443.253,37.2248996,181,1,0,0,3,2020030583
于紫唯,16667,0.3023,280,1377,120734.4662,35.77705156,142,7,0,0,3,1666082645
丘梓欣,16639,0.3229,164,27,199404.4444,42.51851852,4,0,0,0,4,2656599041
大田儿,16965,0.3503,598,5310,25468.41808,46.9306968,1623,158,0,0,4,1837231013
博博,16775,0.3559,831,1629,92671.04972,26.56537753,448,17,0,0,4,1735806812
常亮,18004,0.3395,262,475,244782.3158,22.21052632,89,8,0,0,4,2213237331
苗乙乙,16654,0.3276,33,13,916352.3077,30.76923077,2,0,0,0,4,2880070793
陈秀雯,16698,0.2867,27,95,533146.1053,63.37894737,12,0,0,0,4,3614386134
金亚中,13894,0,5,24,1980915,47.91666667,7,6,626,1,4,3112197022
洪晨颖,16662,0.3209,88,54,441275.5556,52.77777778,10,6,3,0,4,1788083283
孙璐,19069,0.4009,983,2788,57284.13917,32.44583931,857,61,0,0,4,1279565784
卢伟,16686,0.3322,260,109,1166348.257,47.01834862,23,0,17,503.5,4,1985461775
霍露,16666,0.3256,242,546,193907.3626,53.80769231,175,7,0,0,4,1901453304
傅剑虹,16639,0.3369,98,23,4304326.957,14.52173913,0,0,0,0,4,1817665341
陈于婕,17406,0.3442,820,125,447773.76,37.984,15,1,0,0,4,1906179223
吴静娴,16696,0.3137,53,213,328320,106.4788732,49,1,0,245.6,4,3164084703
周上允,16656,0.2711,219,407,303071.4988,35.05405405,102,0,0,13.75,4,2011245520
筱牧,16728,0.351,217,683,209658.7994,19.6852123,187,15,0,0,4,1762650441
郭蔼明,8391,0,63,117,773089.7436,54.20512821,12,1,0,0,4,2635779777
崔景天,16790,0.351,280,44,2417502.273,45.93181818,13,1,100,30.5,4,1595375213
闻雯,16878,0.3325,153,2136,53426.9382,60.25702247,804,71,1736,6787,4,2239692372
曹志颖,18904,0.3793,536,301,472059.6678,40.71096346,59,2,3,0,4,1586505725
曾馨乐,16715,0.3369,238,505,226283.7624,48.00594059,154,22,0,0,4,2248203065
杨燕宇,16730,0.3167,94,94,1178468.298,45.45744681,18,0,0,4.875,4,2091051505
林姝敏,17403,0.3195,294,1087,107807.2493,59.49954002,288,31,0,0,4,2166984470
谭筠怡,16686,0.3184,70,294,457359.3878,50.38095238,31,5,0,0,4,1882135105
昊明,16672,0.3128,75,52,1380141.923,90.30769231,15,0,0,0,4,1752988902
汪芫,16835,0.3398,395,164,339549.5122,59.52439024,58,11,0,0,4,2186887617
张莹静,17068,0.3503,393,552,213146.1957,52.99456522,205,24,0,0,4,2148653794
马雅舒,8389,0,2,0,0,0,0,0,0,0,4,1267051322
王冉,18318,0.3954,902,1228,107162.6873,38.27442997,376,47,0,0,4,1850853882
王龙,16796,0.3527,452,1153,89606.07112,46.14137034,205,2,237,0,4,2080466315
晓庆,16652,0.3132,170,1359,126094.8786,52.94701987,299,50,0,0,4,1647491581
李晔,16689,0.31,88,262,473929.9237,39.50381679,97,7,0,0,4,2024663124
孟瑞娟,17038,0.361,418,401,234889.9751,52.1521197,211,21,0,0,4,2419837362
苏霈,16802,0.2812,61,67,1497998.507,37.95522388,4,0,0,0,4,2249381962
礼志坚,16652,0.316,544,3549,33236.01014,58.996337,926,6,0,0,4,2144548825
陈锌凌,16946,0.3371,136,560,226801.9286,38.72678571,125,5,0,0,4,1802873097
韩飞,16718,0.3484,338,687,159845.5022,34.61572052,94,9,0,0,4,1829563710
赵梓浠,16914,0.3198,131,21,388685.7143,34,4,0,0,0,4,1946256213
宋庆琳,16676,0.3387,183,47,368985.9574,64.44680851,17,0,0,0,4,2852282721
张皓明,0,0,0,0,0,0,0,0,0,0,4,2436501512
刘佳萌,16830,0.3217,170,165,602195.2727,46.58181818,26,0,0,0,4,1869871953
陈彦屹,16639,0.3255,270,1311,104457.8032,64.79633867,352,140,0,0,4,1572143803
关以瞳,16642,0.3393,103,0,0,0,0,0,0,0,4,1626458621
欧阳铭骏,16646,0.2737,647,917,148959.651,43.96619411,99,1,0,0,4,1729492024
黄梓琪,17019,0.3463,183,0,0,0,0,0,0,0,4,2146458134
金素恩,16634,0.2415,16,31,2808849.677,51.35483871,3,0,0,0,4,2747181205
田帅,16635,0.3191,141,843,157224.7687,29.40925267,290,10,0,0,4,1305009930
林家驹,17092,0.343,500,6705,22236.6264,56.0797912,1869,239,247,0,4,1763708842
张琳琳,17759,0.353,356,603,196848.1592,44.52570481,226,17,0,0,4,1786627645
陆佳妮,25051,0.302,510,980,120999.7347,69.52653061,370,1,45,3587.8333,4,2140066802
成小贝,16680,0.2809,25,0,0,0,0,0,0,0,4,1927978635
陈诺,16804,0.3399,495,116,567167.5862,48.14655172,33,2,0,0,4,2787889402
杨干龙,17313,0.3684,131,172,624812.4419,34.04069767,47,2,0,0,4,2306198207
任雪,16824,0.3508,279,14,1819422.857,50.14285714,2,0,0,0,4,1619766401
侬未至,16685,0.3175,89,135,978452.4444,42.22222222,27,6,0,0,4,1628793055
朱龙广,16631,0.2739,12,27,3728964.444,73,11,2,0,0,4,1334090312
林显源,16650,0.3078,143,1099,147006.0055,74.29481347,175,0,0,216.5,5,1593724557
米琪,17333,0.3701,119,715,110016.2517,53.72027972,179,8,0,0,5,2992374694
胡琼,16722,0.3458,475,163,483957.0552,55.48466258,46,3,0,7,5,1812666060
廖伟琪,16631,0.2737,38,1001,134759.4605,47.16683317,199,4,0,10012.833,5,1584345361
吴琼,16743,0.3317,288,122,971595.2459,48.68852459,33,0,2,831.5,5,1792272283
庞希贤,16727,0.3275,239,337,200235.1335,49.45994065,85,6,0,0,5,2798551207
胡伶,17994,0.3236,257,44,975867.2727,49.13636364,18,2,7,99.125,5,2989258984
王君益,17147,0.3377,545,598,163432.7759,38.81103679,137,24,0,0,5,1658125071
李红,16810,0.3322,263,662,138992.8097,48.10876133,163,21,0,0,5,2037303965
王武力,17165,0.3072,121,0,0,0,0,0,2,22.25,5,2762067897
木热地力,16785,0.3357,891,291,322008.4536,35.39862543,53,0,1,178.75,5,2614136963
云杨,16657,0.3072,749,123,727538.0488,49.96747967,21,0,0,0,5,2156479275
渡边刚,16645,0.2694,7,0,0,0,0,0,0,0,5,1760889533
闵稞莹,16675,0.3331,310,328,289392.9878,48.7347561,50,0,0,0,5,1890013180
曾锦夏,17399,0.3366,165,297,303910.101,44.67676768,88,17,3576,0,5,2696254433
叶志米,16667,0.2597,125,1475,75720.89492,35.37694915,77,1,72,7938.4863,5,1880652517
袁梦,16996,0.3445,352,1833,76690.96563,54.53791598,624,149,116,37.5,5,1346268757
陈怡川,16696,0.3343,141,454,272342.7753,62.60572687,87,36,22,52.75,5,1955066013
Q熊妹妹,16774,0.3443,421,371,287019.6226,36.02425876,25,8,0,0,5,1677747682
古亚鹏,17283,0.342,303,539,212694.3228,42.90352505,154,8,0,0,5,1933322013
罗云,16771,0.3342,311,930,108097.2903,44.04408602,251,65,0,0,5,1376672547
刘怡君,16666,0.3275,83,99,537002.4242,60.75757576,48,9,0,0,5,3652517362
徐淑媛,17273,0.3191,212,1498,88741.76235,40.34779706,212,108,220,5186.1001,5,1896355795
花臂,18341,0.3167,372,2006,48940.97707,34.00598205,453,67,0,2.5,5,2622020993
吴世晖,16988,0.3603,782,1843,34574.48725,44.07379273,416,144,0,0,5,1747509080
朱振豪,16882,0.3087,124,231,280450.1299,46.61038961,51,5,0,0,5,2166588493
陈荣森,16652,0.3287,457,481,188646.3617,43.06860707,138,13,0,0,5,2091218615
周蓉,17251,0.3638,539,285,530660,84.6,128,4,0,0,5,1748222065
董杨洋,17081,0.3793,281,186,559790.6452,46.90322581,63,9,0,0,5,1922511065
宗驰宇,17121,0.3676,222,61,1904872.131,29.63934426,15,1,0,0,5,1800560591
李宜娟,0,0,0,0,0,0,0,0,0,0,5,2096721977
陈恩峰,16820,0.3167,55,53,2186453.208,31.35849057,5,2,0,0,5,1868305614
姚远,8389,0,1,0,0,0,0,0,0,0,5,1889437173
孙朴乔,16676,0.3127,153,265,436166.0377,47.45283019,66,0,0,0,5,1584405845
刘定宇,20312,0.3766,347,173,494360.1156,34.04046243,20,2,0,0,5,2627951073
程可儿,17003,0.3521,209,232,312802.5,57.98706897,127,3,4,447,5,3132023307
李潇,16681,0.3046,99,13,7783527.692,33.07692308,2,0,1393,98404.0391,5,1215712414
聂赛,17308,0.3026,207,919,127489.0316,43.71164309,276,26,6441,16846.4434,5,1633686310
李倩,16733,0.2544,359,323,349337.6471,47.46749226,134,1,0,0,5,1884660924
陈亚欧,16672,0.3326,353,793,208243.5057,51.31147541,186,6,560,965.5,5,1316678733
初瑞雪,17033,0.3686,1212,2941,44433.94764,50.75586535,977,94,0,0,5,1830015445
陆靓渊,17380,0.2985,164,1467,99689.81595,48.19631902,414,335,0,0,5,1169018633
吕伊涵,17445,0.3426,231,95,1166802.947,36.35789474,36,0,0,0,5,2341915441
徐麒,16838,0.3305,256,854,153508.0328,41.40046838,178,6,10699,3532.2451,5,1890309423
管心彤,16658,0.3426,76,62,967385.8065,34.40322581,14,3,13,88.2,5,1761042020
周鑫洋,16735,0.3378,554,2640,50595.59091,33.20795455,708,66,488,25.6,5,1566987175
释通乐,16675,0.3193,123,24,3827370,43.04166667,2,0,6,10045.4629,5,2682285595
段雨欣,16691,0.352,415,1406,108834.6657,59.03627312,514,147,0,0,5,1746363095
孙佳懿,18124,0.3595,169,284,410740.7746,50.72183099,90,31,0,0,5,2203933965
张冠辉,16785,0.3421,527,1285,84717.75875,47.95719844,269,98,2,73.55,5,2416357845
全泰秀,16953,0.3078,17,130,545181.6923,17.43846154,8,1,3001,8072.0444,5,2714457193
乔圣子,16795,0.3441,124,676,166701.568,57.00295858,224,33,65648,121485.5313,5,1961247270
韩在硕,16938,0.3306,30,82,310128.2927,48.67073171,22,25,1,5375.1665,5,3689090200
王心悦,16891,0.3385,206,123,115205.8537,39.75609756,33,3,31,42.4444,5,2526847852
边宇,16692,0.3203,48,471,175850.4459,63.02547771,178,4,286,570.75,5,1801242341
乔小薇,16794,0.3784,345,904,134489.8673,44.23230088,285,50,0,0,5,1271806324
邓英,8389,0,1,0,0,0,0,0,5,186.8571,5,1298848131
横山美雪,35634,0.2563,16,172,537203.0233,34.47674419,35,1,125,11784.7676,5,2730369934
沈惠杰,16965,0.2976,95,239,276390.8787,32.10041841,33,3,4523,38457.1172,5,1725977351
田媛元,8389,0,168,68,519298.2353,37.82352941,20,4,7149,559.35,5,1323742445
林昭宇,17682,0.3262,231,432,333811.1111,77.87731481,64,50,0,0,5,1743146384
张潇洋,17012,0.3397,369,1715,79659.88338,44.50612245,592,21,0,0,5,1831626201
韩钦,16991,0.3388,314,438,241248.9041,73.56849315,203,22,0,0,5,1833560884
崔可法,16647,0.316,11,73,381077.2603,26.64383562,34,2,0,0,5,2711049845
叶子淳,16642,0.3072,163,335,391066.209,59.06268657,79,15,78009,0,5,1827471865
李雪明,17427,0.3716,152,478,187604.1841,38.01464435,115,7,0,2681.6963,5,2795616004
貂静,17541,0.3708,410,1115,101080.2511,39.50044843,318,35,575,72107.4375,5,1888565823
刘宇菁,17107,0.3206,141,242,552223.6364,30.75619835,39,1,0,0,5,1869045310
苗伟,16886,0.3386,2234,457,180318.9059,77.61050328,129,3,6,176,5,2881840572
汪洋,16771,0.3228,103,196,403291.5306,71.47959184,61,5,5176,1615.7916,5,2717536383
香澄果穗,14514,0,5,22,970595.4545,44.54545455,2,0,164,20.5,5,2427519302
杨皓惟,16665,0.3134,62,142,729591.9718,24.28873239,9,2,68,1,5,1759541625
曾洁钰,16900,0.3344,192,594,228714.4444,46.83164983,171,5,3,0,5,1851758774
顾乙亮,17052,0.3436,77,34,3044910,43.70588235,14,2,14221,114709.3984,5,2393628000
严千千,16668,0.3238,172,394,313588.3249,52.06091371,135,15,0,0,5,1919729537
朴澜,16632,0.3036,98,402,316584.7761,43.47263682,80,3,41,1335.3334,5,1764199597
王艺陶,16807,0.3101,69,658,136451.9453,44.34650456,198,40,0,0,5,2696278903
董子武,16795,0.3442,35,20,3280704,51.45,6,1,14394,18275.6523,5,2611971812
张允赫,17378,0.3384,271,2887,51741.69726,49.83685487,654,17,18201,24618.5801,5,1744557417
刘芷萌,17156,0.3522,193,33,1429101.818,57.75757576,9,1,29075,573.2778,5,1271994565
陈博,16819,0.3283,236,396,270581.0606,55.83838384,89,91,120,13510.5313,5,1901766527
李丹阳,17117,0.3621,282,807,180634.7212,41.34572491,235,24,34,0,5,1528945837
金初晓,16699,0.3348,179,28,138210,19.5,13,0,69,72.6667,5,1833513165
吴晓杰,16652,0.3258,42,609,259223.9409,26.6272578,80,11,31,8811.8525,5,1700212603
陈妤婕,16642,0.2876,69,1208,94671.75497,35.5968543,265,350,0,0,5,1991605092
李锐,16639,0.3436,42,274,362912.6277,37.82116788,68,5,0,0,5,1901125321
张倩博,16769,0.3291,300,862,167912.297,41.86194896,248,12,0,0,6,1304049730
马珊珊,17440,0.3604,856,1702,73064.73561,39.60575793,627,33,0,0,6,1974836551
蓝迪,16894,0.3318,103,1696,87162.8066,75.92216981,461,15,0,0,6,1301204911
邱彦翔,16704,0.3222,107,169,892916.8047,25.17159763,4,0,4093,18854.1465,6,1747056485
闫婧璇,17360,0.3332,373,69,1240247.826,37.37681159,12,0,0,0,6,2672112697
汤志伟,8389,0,13,648,163204.1667,60.50308642,69,1,0,0,6,2552943394
李洋子,16961,0.3613,993,0,0,0,0,0,7,18863.7422,6,1798479141
凤翔,17082,0.3196,227,105,955031.4286,37.93333333,17,0,0,0,6,2057460371
李景宸,16950,0.3284,597,6299,20384.30227,48.95253215,2511,477,296,14345.5176,6,1898998191
郭威,16751,0.2938,48,11,1952972.727,17.81818182,0,0,0,50.1667,6,2023809657
黄千肯,16642,0.3155,148,351,354230.5983,45.52421652,40,6,0,865.3167,6,1723968977
范美萱,17068,0.3477,216,437,324441.1442,36.25629291,152,10,0,0,6,1071752682
刘栋升,16802,0.36,813,335,150547.8806,76.62686567,189,75,3685,0,6,2639747941
佟磊,16693,0.3137,54,19,74491.57895,106.2631579,3,0,0,0,6,2799635145
刘蔚森,16846,0.3549,90,1377,109716.6013,51.82135076,302,67,0,0,6,1283511372
葛龙,17092,0.3486,294,283,428445.371,25.01766784,68,1,9924,886.25,6,2025435992
铃凯,17635,0.3248,261,454,182450.3524,61.40748899,124,34,0,0,6,2896162377
樊韵儿,17101,0.3574,616,681,40824.5815,43.59030837,222,20,0,0,6,1969015414
王梓清,16841,0.352,1149,10000,15308.904,57.1589,2387,17,0,77.25,6,1553472442
韩智慧,33261,0.2743,10,212,631620.566,56.47169811,14,8,0,0,6,1892653851
颜颖思,17746,0.3097,55,130,417349.8462,61.54615385,26,7,0,0,6,2087951935
蒂凡,17251,0.3453,974,100,1224166.2,31.82,17,0,75,198.7333,6,1792939213
陈笑傲,16815,0.3225,181,190,466481.0526,38.33157895,42,2,50,136.75,6,1884182540
宋德东,16727,0.3151,188,288,278582.2917,51.00347222,101,27,0,0,6,1942997381
程铃,16647,0.3317,271,1338,97403.2287,40.25411061,224,11,0,0,6,1360929134
张佳琦,17352,0.381,1102,57,817100,42.38596491,29,3,3127,63.2,6,1751224772
郭银钰,17212,0.3349,291,3568,46191.25561,43.24467489,816,136,0,0,6,1671872592
熊鹏慧,16838,0.3559,230,369,308344.878,39.47425474,101,2,548,1161.3096,6,1457657114
高羽,17820,0.3439,130,922,112900.7375,45.2483731,263,35,103,1752.15,6,2417240817
林家慧,19175,0.3426,264,186,335149.6774,58.58064516,22,0,0,0,6,2033516053
李庭瑞,16783,0.3284,85,115,1254506.609,59.43478261,20,1,0,0,6,1548796765
金甫美,18881,0.3155,37,225,378624.2667,26.64444444,31,22,0,0,6,2725504823
铁柱,16872,0.3187,138,606,219282.6733,32.49834983,81,29,2374,0,6,1863211884
王谌,17178,0.3621,382,150,914940,57.12666667,37,14,0,0,6,1635171767
钟蕙芝,16837,0.2952,146,201,414741.4925,70.29850746,63,1,167,0,6,2599070344
袁媛,16786,0.3403,303,536,248076.3806,51.58768657,142,13,3163,3823.8955,6,1718298122
时小平,16784,0.3572,148,74,690903.2432,50.7972973,14,0,264,2521.4221,6,1590333123
苏云胜,16975,0.337,55,180,557951.3333,44.9,36,4,0,0,6,2594925390
傅熙悦,17247,0.3461,340,3237,42053.54958,39.56039543,920,91,0,0,6,1750037397
李静,16847,0.3353,151,1473,84819.18534,27.44806517,531,24,0,0,6,2100772370
谷歌,16897,0.3268,79,309,338038.835,39.70550162,73,15,0,0,6,2256871573
孙博坤,16779,0.341,227,420,312131.1429,23.37142857,112,16,0,0,6,1862530733
袁惟彧,16759,0.3315,390,1585,74300.85804,34.60946372,522,9,0,3.6667,6,1923708150
张秀珠,17167,0.3649,422,2298,54918.61619,54.03307224,559,210,0,0,6,1986950535
陈壹硕,16712,0.3372,201,220,612296.7273,43.46818182,45,4,0,0,6,1851629990
安乐,16694,0.3438,248,1807,94301.10681,39.69507471,535,70,0,0,6,1588576675
张东雨,16948,0.3394,24,12,770075,27.58333333,6,0,0,0,6,3047805527
杨羚,16719,0.2925,27,42,2164328.571,48.71428571,11,0,0,0,6,2691811701
千正明,16637,0.2662,7,62,1387790.323,33.66129032,8,0,0,0,6,2728925683
曹荣,17248,0.3576,192,980,134931.7959,41.61632653,205,3,0,0,6,1891301893
丁琪,17389,0.348,177,49,1466948.571,43.20408163,7,1,0,0,6,2083362071
孔天天,16749,0.2943,42,32,2061958.125,41.46875,6,0,1813,0,6,1354999682
魏铭玮,16663,0.3323,340,1513,82222.56444,39.09649703,298,43,0,0,6,1422187303
金大洲,16748,0.3276,66,24,1793732.5,51.91666667,18,1,0,0,6,3854650203
