verifyName,betweenness,closeness,follow,posts,interval,length,movie_posts,reposts,coapper_posts,boxoffice,fans,id
刘致妤,25420,0.3519,212,992,124188.2056,62.74495968,169,79,0,0,40,2085281133
蓁韵曾,24458,0.3746,222,113,724874.8673,36.2300885,54,2,0,0,40,1958012921
刘熙,22830,0.3645,200,656,213822.8049,80.80030488,363,24,0,0,41,1818767495
康俊龙,19983,0.3899,624,2576,63624.87578,44.70419255,844,255,14,1074.1617,41,1659489681
吴沂凡,25897,0.3613,651,117,1104476.41,82.27350427,45,1,0,0,41,1210938277
赵永恒,28545,0.363,1239,813,114687.3063,41.1303813,498,110,4293,97886.3984,41,2254942183
冷海铭,19997,0.3784,558,40,2208267,38.375,11,2,0,0,41,2128803305
袁程程,19423,0.3512,219,469,293430.9595,29.28997868,129,26,1827,0,41,1726415655
李炳辰,23777,0.3747,461,1215,135114.1235,40.21399177,410,59,0,0,41,1212569750
吴云飞,37573,0.3541,255,211,594011.9431,31.29383886,30,1,0,0,41,1965036111
孙心娅,8388,0,7,284,445070.0704,65.09859155,105,6,0,3897.5278,41,1773836560
晏冰,23085,0.418,429,1140,138958.0526,58.09122807,305,33,14803,82453.7969,41,1261455080
孙绍龙,17850,0.3622,195,784,159121.7602,30.38265306,257,46,167,0,41,1624437865
黄凰,20108,0.3647,222,142,587383.0986,49.47887324,27,2,190116,87,41,1271528723
魏子茵,21210,0.3609,83,0,0,0,0,0,0,0,41,1885342521
张何必,21724,0.4019,1692,898,166583.9198,44.72939866,167,56,0,127.4,41,1749562133
向能青,19663,0.3756,276,557,141183.1239,34.5529623,182,8,1082,2487.1177,41,1262754961
王婉加,33110,0.3796,469,1788,85586.4094,52.7639821,489,72,4515,40094.957,41,1731716205
刘思博,24080,0.3699,286,384,341594.8438,34.5625,83,13,0,0,41,1918990817
袁紫侨,21977,0.3593,448,1195,112924.318,45.41087866,245,7,0,0,41,1744377211
曹洋,21719,0.3863,406,1434,80366.10879,43.97977685,367,71,0,0,41,1738545560
连晋,19955,0.3703,128,409,405816.2347,45.1393643,164,14,0,0,41,1285056033
黄瑞珺,18714,0.3601,474,1360,93243.35294,59.66323529,464,47,0,10,41,1738835364
刘小辉,17837,0.3694,225,1420,84937.52113,46.26760563,255,20,237,0,41,1631991725
王思媛,22628,0.3569,162,2048,58812.36328,36.18115234,639,37,0,0,41,1919526085
张鑫,18145,0.3484,209,8,10651867.5,38,5,0,334,1180.4117,41,1567945947
邵巍桐,17818,0.3631,361,276,524029.7826,20.67753623,45,10,0,0,41,1787177544
龚昊冉,20101,0.3683,369,773,141126.6753,45.00776197,247,86,305,3787.4048,41,1936094800
叶倩,22261,0.3679,266,287,397401.7422,42.97212544,90,6,0,0,41,1975420581
张德晖,23910,0.3658,220,270,452831.5556,29.9037037,30,20,0,0,41,2091087235
王佳懿,31647,0.4786,1954,1240,130449.3387,24.98387097,347,42,0,0,41,1275652055
赖薇如,25835,0.3323,172,1452,100146.157,65.39049587,305,25,1970,0,41,1785426370
玮子,23290,0.4165,1197,2766,60949.43601,48.13882863,672,312,0,0,41,1588237944
孙安栋,24579,0.3786,236,1185,107161.8734,39.38312236,353,81,0,0,41,1617195790
李璐茜,21266,0.3705,295,966,139634.9068,38.90269151,230,16,0,0,41,1590713401
谢珊珊,19576,0.3541,205,210,511760.2857,49.1952381,40,9,3765,77.7778,41,1853128330
白馨然,23169,0.3763,277,113,969724.2478,38.48672566,17,3,0,0,41,1881048681
刘玉婷,24440,0.378,200,262,332424.0458,32.60687023,60,6,0,0,41,1855386471
黄予歆,26147,0.3698,181,164,667577.561,104.7682927,83,25,0,0,41,2169072811
肜耀忠,31353,0.3829,187,193,560037.2021,53.97409326,82,7,0,0,41,2247618925
秦金虎,22272,0.3754,287,70,514176,82.87142857,30,0,0,21289.9004,41,2028551161
王从希,19454,0.3488,262,495,267745.697,55.82020202,66,3,44,3,41,1198010192
刘静文,19761,0.3794,342,1195,110069.5732,48.9748954,355,149,0,0,41,1349410383
蒋婧,20468,0.3721,120,62,2641429.355,49.12903226,12,0,0,0,41,1264281515
何璐,37204,0.3768,365,353,392401.0198,53.14164306,142,5,0,0,41,1833028541
李宇,22969,0.3764,173,49,1116155.51,35.12244898,13,1,0,0,41,1951324337
张纬驰,21709,0.3572,272,141,902251.4894,61.76595745,60,0,0,0,41,1775706275
朱琳,18863,0.3738,226,399,327403.3083,61.79448622,174,37,0,825.4117,41,1907331052
阮文涛,26825,0.3792,191,208,584425.3846,35.45673077,51,4,0,0,41,2005425903
姜斯瀚,20350,0.3712,143,227,540141.1454,32.50220264,38,7,0,0,41,1236689803
常乐,17424,0.3399,39,0,0,0,0,0,0,0,41,1365977841
乌日娜,22991,0.3771,605,2270,64516.20264,41.94317181,934,146,0,0,41,1777577241
米杨,16961,0.3724,92,430,389560.0465,52.77209302,102,7,0,0,41,1278565203
李辉,19686,0.3764,234,3123,41407.41595,39.86935639,774,147,0,0,41,1927166844
伊龙,20386,0.3737,239,646,204075.3251,49.18266254,167,26,0,0,41,1894044543
蔡昌宪,21093,0.3364,184,374,387968.8235,44.18983957,57,42,0,0,41,1774238784
郑锡龙,21445,0.3657,173,2087,65406.52611,22.09008146,372,65,0,0,41,1456813567
王煜锋,21202,0.3789,380,1189,101961.3961,43.3784693,387,55,0,0,41,1786256983
杨森凯,18419,0.3723,323,318,447036.2264,26.37735849,83,12,0,0,41,1433496540
吴健,22727,0.3606,123,150,727080.8,61.18,39,7,0,0,41,2122109432
徐鸣杰,35273,0.3696,266,623,115311.3323,54.6918138,76,15,0,0,41,1371697265
张静懿,22980,0.3753,780,2355,57782.24204,58.62972399,473,21,0,0,41,1857107195
罗文丽,17426,0.3669,132,72,2306897.5,27.79166667,13,2,0,0,41,1336839602
肖光旭,18014,0.3705,153,0,0,0,0,0,0,0,41,1238679472
王梦婷,20299,0.353,96,538,243894.3123,48.0929368,196,13,0,0,41,1584811671
李树,27410,0.3959,908,1372,97105.3207,51.08381924,442,133,3357,6701.4473,41,1893069635
田蕾希,18247,0.349,338,3323,46674.92627,62.03099609,1232,16,0,3047.1667,41,1311062917
王文冲,23840,0.3833,343,1706,88771.65299,41.04454865,511,21,0,0,41,1296255463
张境佳,16959,0.3507,26,1929,75659.68896,42.99844479,516,92,0,0,41,1783818255
李晓川,21479,0.3727,709,1264,131546.3924,41.03164557,378,66,1,17085.2344,41,1510403012
谷洋,20143,0.3803,237,310,442791.2903,36.07741935,68,7,0,0,41,1810266043
莫小玲,18458,0.317,168,5585,25963.10116,66.4438675,580,193,0,0,41,1802510481
任奕霏,28847,0.4015,436,2381,68426.00588,40.64762705,763,152,0,0,41,1611243900
常波,26684,0.3626,123,641,171718.1279,45.95475819,209,18,0,0,41,2360419955
王悠,19119,0.3733,150,2000,69072.18,30.8205,329,129,0,0,41,1760320637
王子豪,19893,0.3608,261,1510,76950.19868,52.04701987,533,67,0,0,41,1805323081
王禹铮,20083,0.3757,227,194,694284.7423,68.24226804,63,14,0,0,41,1657951153
孙智博,30150,0.3716,2923,4036,37318.52825,47.55996036,959,258,52717,54126.9102,42,1662116254
樊达,32415,0.4316,3987,123,923150.7317,111.195122,59,0,0,0,42,1825543405
尤翊霖,28218,0.3733,943,1,0,65,1,0,0,0,42,1251888535
杨平友,17772,0.3779,675,155,657326.7097,55.64516129,34,4,0,0,42,1601758855
王琪瑞,26053,0.4031,2681,2792,56203.02292,59.94878223,958,43,0,11612.7188,42,1605278044
刘俐娟,19052,0.3759,235,375,368831.52,67.67733333,113,12,532,1197.25,42,1617540593
杨阳,20545,0.3759,244,290,420028.3448,36.92068966,71,3,0,0,42,1282055615
康晓熙,23554,0.3643,190,602,219328.7043,40.26744186,103,17,0,0,42,1244577425
吴兰馨紫,21419,0.369,216,701,194951.0414,32.16690442,209,20,0,0,42,1817774940
杨彤彤,24374,0.3746,453,264,387782.0455,67.9280303,73,16,56,6873.2783,42,2099738375
孙艺铭,24020,0.3777,339,397,352601.1083,46.06297229,168,55,0,0,42,1807281873
颜嘉乐,36207,0.3527,133,123,576612.1951,71.83739837,24,3,0,0,42,2557668064
黄仔育,18710,0.3744,292,59,1253649.153,29.62711864,2,0,0,0,42,1881899351
盖玺,18864,0.3941,368,1783,87073.59506,44.34155917,667,75,48,157.5,42,1229464411
沈婷婷,24283,0.3857,195,211,525114.0284,44.46919431,76,3,0,0,42,2025255973
杨丽音,19547,0.3247,55,888,127479.6622,55.50788288,114,52,0,0,42,1738363145
向以丞,37176,0.3637,151,812,144371.2315,54.86206897,152,60,1342,424,42,2083351805
刘潮,31399,0.3658,124,251,374336.4143,59.34262948,92,5,1335,50,42,2608833147
廖蔚蔚,33054,0.3699,274,655,162550.7176,48.95419847,312,44,0,0,42,2429183705
韩啸,20257,0.3805,291,257,568417.821,46.50583658,59,17,0,0,42,1752065150
刘大潮,23045,0.3673,189,528,231145,43.21780303,92,23,0,0,42,1863178450
李沂泽,19387,0.3757,281,1736,78856.41705,40.08467742,441,95,0,0,42,1804197031
陈秀珠,17373,0.3314,77,98,1280501.633,80.75510204,20,1,0,0,42,1737991832
王华佗,32230,0.3862,686,1599,42714.78424,43.44402752,399,85,0,0,42,1251019275
马彦伟,17976,0.3575,181,180,675494.3333,76.22777778,78,4,0,0,42,1272608795
辛伟廉,24057,0.3568,321,3000,47448.52,69.857,708,716,0,0,42,1806162055
刘炆昊,18945,0.364,70,34,2438751.176,55.82352941,7,1,0,0,42,1855362143
刘莹,21990,0.3706,200,2183,78948.23637,43.25240495,618,111,0,0,42,1282558507
畲艺,8388,0,1,705,195346.4681,42.25248227,193,1,0,0,42,1647516012
姜彬,18902,0.3585,793,893,166271.2206,41.03471445,198,43,135,289.2857,42,1738558884
陈旭,27346,0.3862,410,488,304230.4918,23.54098361,103,15,0,0,42,1751515091
吕润桐,20603,0.3639,335,893,136918.1187,25.48712206,267,36,0,533.4167,42,1775981297
何阳,21207,0.3787,238,13,414309.2308,36.76923077,2,0,0,0,42,1529435862
修革,18060,0.3754,191,131,775669.0076,35.92366412,40,3,0,0,42,1627848974
何智鹏,25414,0.3568,303,528,220905.3409,40.20643939,148,17,0,0,42,1423232867
励洁,17422,0.3586,570,755,175577.8808,45.74701987,192,20,2,539.5167,42,1777285735
陈鸿锦,34062,0.3755,345,168,500629.6429,56.18452381,94,6,40,382,42,2475203004
戚黛黛,18047,0.3232,178,1259,117242.3352,54.35266084,107,12,0,0,42,1746172060
李佳靓,29487,0.3739,290,439,278804.5558,25.33712984,143,5,0,0,42,2076264273
李涛,20750,0.4085,449,147,798252.2449,39.34693878,41,3,0,0,42,1788909881
彭涛,17098,0.3617,111,61,1286524.918,81.54098361,20,3,14076,4206.2676,42,1267096302
万芳,17841,0.2986,120,1221,121148.0098,51.56511057,199,2,0,0,42,1767795772
黄子洋,8388,0,2,0,0,0,0,0,0,0,42,2268252261
王坤,22425,0.3753,234,632,221463.2278,36.99367089,262,76,24,0,42,1805345043
商侃,20213,0.3551,625,1727,79675.62247,46.88535032,709,63,0,0,42,1675723167
赵笑宇,25778,0.3804,233,307,303933.6156,66.50814332,157,27,0,0,42,2745100894
林静苗,18888,0.3348,474,3223,43665.36767,86.22773813,776,601,0,0,42,1829620417
姜猛,30928,0.389,238,1874,64908.66596,44.61419424,674,89,0,0,42,2127300094
鲁昕儿,18040,0.3696,196,2004,83339.94012,40.11327345,501,90,0,0,42,1245742597
闫勤,19470,0.3756,202,315,470241.3333,74.40634921,161,17,0,0,42,1236818241
李心彤,20499,0.3722,185,193,655633.6788,44.24352332,60,5,0,4.5,42,1737866731
吴旭度,22027,0.3663,126,366,240494.2623,45.05464481,82,15,0,0,42,2075982970
吴双羽,24632,0.3739,974,3110,43811.34405,55.99903537,1142,45,0,0,42,1817917295
董含露,24980,0.4078,1665,460,293484.913,56.32826087,163,17,0,0,42,1774238411
孙歌璐,20277,0.3758,168,119,1127537.647,39.85714286,38,9,0,0,42,1790937983
王卿伟,26919,0.4174,1413,1356,92990.17699,59.23525074,462,147,0,0,42,1920591955
王衡,19870,0.3474,154,173,610235.0289,44.31213873,40,19,0,0,42,2102942752
傅晓冰,25325,0.4081,265,340,340118.2941,37.8,61,9,0,0,42,1753041643
祁汉,21146,0.3769,492,575,179437.8783,73.88,236,21,2254,12876.5518,42,1553328434
王豪,16899,0.3504,75,0,0,0,0,0,67,8935.7969,42,1276928044
李汶学,25509,0.3775,692,272,307042.5,38.85661765,59,13,0,0,42,1582227402
张春,29511,0.3942,426,662,250592.1752,60.26283988,82,9,41,1433.2778,42,1289007322
苏小妹,0,0,0,0,0,0,0,0,0,0,41,1884823241
叶琪山,18844,0.3755,499,184,435053.4783,33.00543478,34,9,0,0,42,1855464935
伊娜,23431,0.3614,170,312,465757.5,46.21474359,102,5,446,53.4167,42,1784618215
徐歉,21122,0.389,338,666,217805.4955,41.53603604,240,14,15874,119425,42,1737040605
裕美,20166,0.3505,375,1105,123504.543,34.81719457,142,106,0,5,42,1709174353
姜邵文,19487,0.3884,270,490,282327.7959,52.59795918,166,20,0,0,42,1667675291
梅莉那,17468,0.3413,224,1726,96471.41367,67.99188876,623,66,0,0,42,1259429991
舒萧霖,19473,0.3606,286,1982,70290.66599,38.64026236,556,38,0,215,42,1820402313
王志恒,21667,0.3793,371,574,214246.9338,35.02439024,139,60,0,0,42,1993858312
陈艺鑫,42950,0.4233,668,889,142023.2396,38.70528684,328,83,0,0,42,2004634571
祝涛,18665,0.3695,143,355,361793.9155,43.55211268,107,44,0,1006.3333,42,1365355827
杨政,19690,0.3538,290,972,141617.5309,48.98971193,255,43,20,0,42,1700410573
成龙,25486,0.3877,831,1923,73779.65679,58.67134685,764,111,0,0,42,1789431485
周云鹏,18078,0.339,99,57,591021.0526,53.52631579,12,0,0,0,42,1302929461
陈美慧,26810,0.3699,273,467,273243.469,48.87152034,198,12,0,0,42,1987242711
周弋楠,20890,0.3648,460,0,0,0,0,0,48,0,42,1276504815
蒋林燕,25370,0.3757,357,356,338096.1236,56.31460674,160,13,0,0,42,2048590773
王威燕,31654,0.3777,628,2761,51097.24737,47.51503079,855,124,0,0,42,1822087655
何波,20396,0.3712,179,345,266880.5217,53.89855072,87,65,0,0,42,1622243815
小虎,23570,0.3618,481,2236,64819.26655,34.75134168,690,34,0,0,42,1157144897
孙铁,41647,0.3902,632,4005,21815.92509,38.36878901,1025,145,0,0,42,2787192811
陈皇羲,28091,0.3683,350,1212,95577.62376,47.82013201,383,63,0,803.3455,42,2117179113
彭韵洁,20946,0.3643,252,2334,55571.97943,34.35561268,801,38,1809,1880.9166,42,1942562805
陈芊芊,18954,0.3619,337,1816,95063.39207,73.23348018,809,190,0,0,42,1243387123
安龙,18856,0.3669,179,223,585507.713,40.93721973,56,11,18,0,42,1527598953
陈国良,24434,0.3657,189,209,538571.7703,52.5645933,48,12,0,0,42,2261626241
丁沛桐,22176,0.354,629,902,167704.3237,39.49002217,195,2,0,0,42,1236207884
陈市,34844,0.3772,600,745,153520.5101,41.40268456,138,38,0,0,43,1537063415
晨铂浩,21071,0.3788,257,416,205314.5192,47.99519231,144,39,0,0,43,1797775771
斯巴克,22609,0.3884,753,1006,149684.3738,43.43638171,231,62,0,13,43,1355945013
刘洪源,26476,0.3639,691,1703,67674.08103,32.32354668,423,58,0,0,43,2232297065
马驰,35621,0.3893,409,26,763262.3077,41.15384615,8,1,0,0,43,2471557623
孙布尔,20945,0.3726,321,1521,91804.69428,40.74161736,400,153,0,0,43,1035559435
马志翔,22328,0.3277,219,456,289634.2105,32.00877193,27,23,0,0,43,1891190322
樊璟澄,20682,0.3867,326,365,331770.5753,37.45205479,96,11,0,0,43,1600835743
朱首伦,22840,0.3574,313,153,718333.7255,53.90849673,53,1,0,0,43,1492098991
陈静仪,18504,0.3617,395,1105,138168.7602,48.60633484,288,2,3802,3965.1667,43,1738424853
田琳,19241,0.3685,184,599,198674.424,76.44407346,224,5,0,0,43,2161784585
戴辉,18722,0.3536,281,173,180545.5491,50.27745665,68,4,0,80,43,1726550813
苗皓钧,19252,0.3478,24,364,207892.9121,52.95604396,132,30,0,0,43,1985447495
蔡牧昀,19575,0.364,227,244,453561.3934,52.4795082,57,37,49,0,43,1302530837
范植伟,17005,0.2754,10,1294,123866.5688,44.10432767,153,48,0,0,43,1570948320
李峰,20379,0.3761,322,76,864874.7368,30.63157895,8,3,0,0,43,2087816587
董玥,20355,0.3945,521,862,197269.0719,46.10092807,366,28,0,0,43,1654680841
洪铭歌,19533,0.3781,118,126,1038700.952,39.9047619,37,11,0,0,43,1716342577
刘晗,24781,0.3717,426,646,147098.5449,38.71362229,163,57,0,0,43,1133654894
刘泷骏,19407,0.359,357,772,173993.5492,44.34715026,132,14,0,0,43,1862055107
卢海华,34662,0.3786,380,707,74028.62801,67.30127298,265,129,0,0,43,2821985483
姜淮海,28307,0.3731,392,1081,142176.2442,46.60869565,265,23,0,0,43,1272518635
黄毓嘉林,29862,0.37,628,845,178840.8284,52.57159763,294,41,0,876,43,1336438051
贾伟,19740,0.3774,207,176,447495.3409,44.27840909,56,20,26,0,43,1590848952
宋国锋,20171,0.3798,831,216,687986.6667,51.64351852,65,29,0,0,43,1333469784
邱林,20248,0.3776,467,366,324011.3115,42.93442623,124,15,0,0,43,1561792851
蔡小艺,46672,0.3837,959,565,211101.4513,31.96637168,118,54,0,0,43,2146888085
郑梓豪,18617,0.3872,219,19,3000277.895,75.31578947,7,3,2712,257.5,43,2019025870
侯梦瑶,23894,0.3804,254,571,183260.8056,56.25569177,302,50,0,0,43,2285334795
徐溢,20661,0.3845,483,625,266591.232,47.4208,180,20,0,0,43,1662703284
陈龙星,29078,0.3774,238,1249,91415.64452,36.9703763,290,102,0,0,43,2109135365
聂毛,23566,0.3522,249,617,149403.0146,48.55429498,193,59,0,0,43,2692322341
杨婉仪,20379,0.3323,159,1016,107329.0748,47.09645669,191,48,0,0,43,2418376582
周雨铭,23258,0.3724,151,480,298185.125,73.82916667,126,18,12,93.625,43,1065421477
赵茉舒,22083,0.3984,337,270,499452.8889,53.3962963,99,18,421,170.5,43,1551807815
刘奕宏,28175,0.416,873,455,286576.0879,44.27692308,145,15,0,0,43,1909117523
吴若曦,35046,0.4202,731,771,167386.537,39.53437095,281,20,0,0,43,1949464953
夏振凯,21073,0.3597,702,1194,114666.1809,54.43718593,302,94,0,0,43,1839561230
许松霆,23247,0.3719,210,309,376089.5146,25.88349515,94,16,18,0,43,1911839227
潘钇安,19089,0.3645,255,400,381238.95,50.3,140,16,0,0,43,1269772861
丁一宇,8388,0,5,445,245972.4944,39.36629213,73,18,0,0,43,2302554251
汤梦佳,18708,0.3628,255,417,363389.7842,50.58033573,169,15,0,0,43,1586249967
周丹妮,18208,0.3859,394,2661,40174.00225,32.98496806,955,84,0,0,43,1395427017
郝文婷,25637,0.3831,213,580,273451.1379,37.75689655,153,35,0,0,43,1313287831
宋春丽,17593,0.3305,110,204,623964.7059,73.15686275,58,3,497,30481.9102,43,1341196257
陈伶俐,17406,0.3254,105,824,91566.84466,45.0618932,132,28,0,33002.8008,43,1741069955
黄小瑜,22019,0.3671,317,820,163831.3171,54.90121951,241,40,0,0,43,1748686867
巩汉林,0,0,0,0,0,0,0,0,0,0,42,1670673707
郑晓民,24858,0.3743,149,1202,100472.4459,49.16389351,372,158,0,0,43,2101970145
王翌舟,26293,0.3603,317,402,311463.1343,33.20646766,84,9,300,4.875,43,1958855982
廖娟,19478,0.36,64,273,472145.2747,78.56043956,108,6,0,0,43,1429772247
瞿澳晖,17438,0.3451,108,175,742578.8571,58.12,64,6,0,0,43,1894189707
宋嘉,22956,0.3776,481,216,581000.2778,38.19444444,39,6,0,0,43,1172915742
李凤鸣,18943,0.3782,200,339,435547.2566,73.61061947,173,3,0,0,43,1391481151
高语阳,19454,0.3645,140,517,231070.677,40.0967118,216,22,0,0,43,1246165344
黄泰安,24644,0.3641,374,901,152270.2775,47.22308546,60,16,0,0,43,1832303400
巴丽娜,23552,0.3696,202,397,333383.728,47.79596977,101,6,0,0,43,1864347072
张棋惠,17456,0.3154,115,1104,123875.7065,48.9682971,146,17,0,0,43,1802486724
王迩睿,23763,0.3702,1107,832,195233.8702,47.59254808,331,89,0,0,43,1657989241
柏嘉莹,18396,0.3676,261,330,416763.6364,44.25151515,111,15,454,4.5,43,1363823931
葛星,18494,0.3723,271,1013,99891.88549,32.80454097,381,26,0,0,43,1786835711
方向,22517,0.3662,149,40,3050569.5,55.85,14,2,0,0,43,1911672683
杨吟吟,18568,0.3633,269,1456,107065.2198,30.99244505,318,39,0,0,43,1375229937
刘艺冰,18671,0.3667,259,3621,45648.48384,49.76663905,950,42,0,0,43,1229110945
丁梦雨,17990,0.3771,160,460,293937.1304,38.2173913,134,7,0,0,43,1798941445
高桂杰,51856,0.4363,1148,680,154194.5294,19.43823529,207,5,0,0,43,2409819193
杨慧,22382,0.3796,269,359,323512.4791,51.91643454,129,1,0,0,43,2037783611
刘子威,23351,0.3733,312,312,391548.0769,43.04807692,88,56,0,0,43,1985188017
周轩羽,23974,0.3664,292,821,177115.6882,47.07308161,207,15,0,0,43,1769366232
白铭健,18415,0.3678,178,395,388505.1646,54.21012658,127,28,0,0,43,1687542673
杨彦,21135,0.4029,1375,3392,37796.51533,40.18337264,1001,109,0,0,43,1249778943
李姗姗,19822,0.3821,186,347,261787.781,50.26512968,92,5,0,0,43,1565445972
王合喜,26053,0.3682,1540,831,168261.8051,34.5788207,80,79,0,4.1667,43,1823620024
邓莉,29297,0.3673,133,2733,41667.99122,49.63263813,924,223,0,0,43,2259289921
邹东孝,23095,0.3787,239,703,163484.8933,45.77240398,212,64,0,0,43,1170903282
贾宏伟,17679,0.3613,141,89,1758457.753,63.53932584,38,5,0,39450.9219,43,1436024083
杜肖雄,23074,0.3566,128,262,457061.2214,32.30152672,80,4,4744,0,43,1973508205
吴晓东,18830,0.3651,158,434,305475.7604,48.85253456,96,59,0,35.5,43,1067669785
徐鹤月,21788,0.3814,315,755,185612.6623,49.29668874,328,29,87,0,43,1295111312
戴金正,21201,0.3663,237,794,169299.9748,23.56675063,104,36,0,0,43,1878481850
丛鹤,21860,0.3658,159,1815,73604.46281,49.4892562,629,366,0,0,43,1362230263
李冰,22501,0.3738,261,158,675892.4051,32.62658228,42,14,4694,492.25,43,1887524500
赵一龙,21299,0.3709,235,103,1247102.913,27.16504854,33,3,0,0,44,1897126377
王佳健,18201,0.3621,971,409,279123.5208,40.1393643,116,22,0,0,44,1878944560
赵晨妍,19133,0.3544,789,2122,81843.1951,63.21630537,620,70,0,0,44,1644479674
叶禹彤,19389,0.3691,401,226,492239.7345,43.81415929,68,4,0,0,44,1215252464
刘苏,25529,0.3848,507,183,657193.7705,43.36612022,48,15,0,0,44,2136090610
张馨怡,19703,0.3845,224,722,176122.5208,46.84210526,247,35,3823,2743.7383,44,1350839023
陈乃荣,0,0,0,0,0,0,0,0,0,0,43,1321157361
邵卓尧,17152,0.3432,144,173,867977.341,39.01156069,14,6,539,231.1667,44,1728740292
凌飞鸿,43304,0.4549,926,251,423617.6892,42.19920319,46,8,0,0,44,2060412110
王烈,27792,0.3645,131,418,271745.5981,50.60287081,160,19,0,9744.5,44,2290118115
盛贝娜,21882,0.3634,455,149,493721.0738,64.46979866,76,5,0,0,44,1266709374
俞晴,18655,0.3712,383,2402,71627.66028,29.53330558,574,149,0,0,44,1234509703
马幼兴,21214,0.3627,415,547,254622.34,49.80438757,64,27,162,301,44,1738587691
张宇鹏,19301,0.3785,559,596,269682.2819,34.98322148,111,15,0,0,44,1509390705
胡豆,25405,0.3664,407,1208,118157.4834,45.44370861,309,21,0,268.25,44,1248891271
王译茉,24744,0.4151,656,1540,101773.1299,34.42207792,495,109,0,0,44,1394985814
赵靖,19560,0.3711,215,968,155233.9463,54.18078512,340,48,47,0,44,1727704747
郑好,23770,0.3729,185,1168,117098.1678,26.29880137,242,74,0,0,44,1758659425
陈昌文,24101,0.3707,244,905,130800.9282,51.6519337,225,15,0,0,44,2161093531
汪建民,16864,0.3275,200,136,1012665,36.79411765,4,0,0,0,44,1764024157
陈启泰,19768,0.3243,101,664,195012.5602,34.01506024,92,5,30,25.6,44,1923706417
傅羽佳,34517,0.4083,631,779,136942.4134,49.02439024,231,60,0,0,44,1914074927
丁柳雁,20000,0.3818,488,246,646900.9756,48.76422764,73,0,0,0,44,1660615221
王伟,26183,0.3686,252,1139,112363.3011,40.69007902,321,24,0,0,44,1927545385
王欢,19560,0.3769,358,995,155623.4774,46.89045226,298,27,0,0,44,1255879981
荆诗晴,20099,0.3589,199,1,0,30,0,0,0,0,44,1820266403
马嘉均,19697,0.3547,854,4966,32118.6911,40.43052759,288,18,0,0,44,1708475555
赖一鸣,23208,0.346,911,1386,108117.4459,49.82756133,324,73,0,1493.2666,44,1625867197
宋孟竹,18174,0.3631,164,855,145350.5965,34.05497076,422,50,0,0,44,1624972531
邢增婧,22932,0.3821,394,1913,78723.63826,79.92158913,814,67,0,0,44,1764846440
朱袁员,29439,0.3777,248,2276,49324.29701,40.79130053,744,56,0,0,44,2079239407
钟楚曦,20284,0.3667,173,163,707034.4785,43.73619632,49,1,0,0,44,1943405723
唐一菲,21514,0.3634,45,0,0,0,0,0,0,0,44,1296094153
轲然,22548,0.3523,150,811,160289.5931,58.78421702,251,25,0,0,44,1808915811
单薇,26296,0.3603,188,283,434303.3216,41.96466431,115,2,0,0,44,2105497052
安雅萍,22979,0.3694,408,1150,109324.4348,37.50695652,396,139,0,1963.9445,44,2026473435
吴尊,16984,0.2917,29,267,158265.618,73.93632959,69,3,590,2183,44,3879293449
袁帅,24211,0.345,185,1085,130876.7005,64.95207373,141,39,0,0,44,1830201580
姚宁宁,22541,0.3719,303,740,227860.7838,44.68513514,252,56,0,0,44,1281128372
孔千千,19131,0.3642,103,147,1019002.041,36.68027211,45,7,0,0,44,1682662153
王志刚,29921,0.3833,237,271,406719.631,49.81180812,87,21,0,0,44,2320897275
黄如,22754,0.3691,307,611,223279.8363,41.80196399,142,15,0,0,44,1859978714
孙敬涛,18651,0.384,282,2081,56554.42576,34.0691975,635,180,0,0,44,1732175067
柯宇纶,18636,0.3171,68,375,309428.8,43.78666667,41,19,0,0,44,2212266867
储宁珈懿,19892,0.3768,223,718,232403.3148,36.59331476,163,12,0,0,44,1429540635
周孝安,23484,0.352,120,151,416535.894,51.14569536,18,3,0,25745.7852,44,1746905560
袁惠芳,38952,0.3681,918,1356,83676.23894,45.44690265,368,168,0,0,44,2269415447
孙浩涪,19312,0.3684,86,1152,119622.9167,28.40625,206,126,0,0,44,1631233760
张毓畅,18594,0.3641,285,1326,101709.6833,30.92760181,668,754,0,0,44,1898890935
春霖,18972,0.3664,245,193,617534.9223,34.40414508,34,5,0,0,44,1682336270
黄天崎,24443,0.371,167,771,128810.428,56.45784695,316,16,0,12.3333,44,2705774900
李晓南,20594,0.3825,324,2640,61838.18182,42.30719697,963,162,41,196.9,44,1664038954
马丽,27518,0.3754,278,209,570924.689,63.88516746,85,17,0,0,44,1978897451
王文思,20601,0.3697,199,491,269965.4175,48.28105906,208,45,0,0,44,1896787731
高宇阳,21120,0.3773,796,2368,47509.30743,47.96663851,788,416,0,0,44,1711805927
郑嘉雯,16846,0.3357,221,816,187976.0294,78.67769608,256,48,0,0,44,1734473634
孔令美,25257,0.361,147,89,582041.1236,52.91011236,28,2,0,4.875,44,2476684911
吴子健,19600,0.3584,499,0,0,0,0,0,347,5,44,1284279201
章婷婷,22317,0.3786,225,327,250128.6239,67.27828746,169,15,0,0,44,1901527155
钱迪迪,22280,0.3708,300,652,235783.9877,51.4708589,155,14,0,0,44,1731242943
东方,24272,0.3985,403,254,328220.315,61.46456693,129,27,6250,90,44,1843153040
